model_no,chipset,memory,memory_type,core_clock,boost_clock
40548,GeForce GTX 1060 6GB,6,,1582,1797
40549,GeForce GTX 1050 Ti,4,,1290,1392
40550,GeForce RTX 3060 Ti,8,,1410,1710
40551,GeForce RTX 4070 Ti,12,,2310,2700
40552,GeForce RTX 4060,8,,1830,2460
40553,GeForce RTX 4070,12,,1920,2475
40554,GeForce RTX 4090,24,,2235,2610
40555,GeForce RTX 3050 8GB,8,,1550,1777
40556,Radeon RX 570,8,,1168,1244
40557,GeForce RTX 3080 Ti,12,,1365,1770
40558,GeForce GTX 1070,8,,1594,1784
40559,GeForce RTX 3050 8GB,8,,1550,
40560,GeForce RTX 3080 12GB LHR,12,,1260,1800
40561,GeForce RTX 3090,24,,1395,
40562,GeForce RTX 3080 Ti,12,,1365,1695
40563,GeForce RTX 4070,12,,1920,2475
40564,Arc A750,8,,2050,2200
40565,Radeon RX 6600 XT,8,,1968,2593
40566,GeForce RTX 3090,24,,1395,1755
40567,GeForce RTX 4070,12,,2475,2505
40568,GeForce RTX 3060 8GB,8,,1320,1867
40569,GeForce RTX 3060 Ti,8,,1410,1710
40570,GeForce RTX 4080,16,,2205,2535
40571,GeForce GTX 980,4,,1228,1329
40572,GeForce GTX 1080,8,,1721,1860
40573,GeForce RTX 2080 SUPER,8,,1650,1845
40574,Radeon RX 6800,16,,1700,2105
40575,Radeon RX 5700 XT,8,,1680,1980
40576,Radeon RX 7600,8,,1720,2655
40577,GeForce RTX 4060 Ti,8,,2310,2565
40578,GeForce RTX 3070,8,,1500,1755
40579,GeForce RTX 4060 Ti,8,,2310,2535
40580,Radeon RX 6800 XT,16,,1825,2285
40581,GeForce GTX 970,4,,1050,1178
40582,GeForce RTX 4080,16,,2205,2535
40583,GeForce RTX 4070 SUPER,12,,1980,2505
40584,Radeon RX 590,8,,1580,1600
40585,GeForce GTX 1660 SUPER,6,,1530,1860
40586,GeForce GTX 1060 3GB,3,,1594,1809
40587,GeForce RTX 3060 Ti,8,,1410,1695
40588,GeForce RTX 4090,24,,2235,2535
40589,GeForce RTX 4090,24,,2235,2520
40590,Radeon RX 6800,16,,1700,
40591,GeForce RTX 2080 SUPER,8,,1650,1830
40592,Radeon RX 6400,4,,1923,
40593,GeForce RTX 4080 SUPER,16,,2210,2580
40594,GeForce RTX 3060 12GB,12,,1320,1837
40595,Radeon RX 6750 XT,12,,2150,2618
40596,GeForce RTX 4070,12,,1920,2475
40597,GeForce RTX 4070 Ti SUPER,16,,2340,2685
40598,GeForce RTX 3070,8,,1500,1770
40599,GeForce GTX 750 Ti,2,,1072,1150
40600,GeForce RTX 3070 Ti,8,,1575,1830
40601,GeForce RTX 4070 SUPER,12,,1980,2505
40602,Radeon RX 7900 XTX,24,,2300,2500
40603,GeForce RTX 3050 8GB,8,,1550,
40604,GeForce GT 1030,2,,1252,1506
40605,GeForce RTX 4070,12,,1920,2520
40606,GeForce GTX 1070 Ti,8,,1645,1733
40607,GeForce RTX 4060 Ti,8,,2310,2715
40608,Radeon RX 6800 XT,16,,1850,2285
40609,Radeon RX 6700 XT,12,,2321,
40610,GeForce RTX 4070 Ti,12,,2310,2625
40611,GeForce RTX 2060,6,,1365,1680
40612,GeForce RTX 2080 SUPER,8,,1650,1830
40613,GeForce RTX 4070,12,,2475,2505
40614,Radeon RX 7900 XT,20,,2000,2400
40615,GeForce RTX 4070,12,,1920,
40616,Radeon RX 6400,4,,1923,
40617,GeForce RTX 4060,8,,1830,2460
40618,GeForce GT 710,1,,954,
40619,Radeon RX 5700 XT,8,,1810,2025
40620,GeForce RTX 3080 10GB,10,,1440,1710
40621,GeForce RTX 4090,24,,2235,2550
40622,Arc A310,4,,1750,1000
40623,Radeon RX 6900 XT,16,,1825,2250
40624,RTX 4000 SFF Ada Generation,20,,1290,1565
40625,GeForce GTX 1080,8,,1607,1847
40626,Radeon RX 7800 XT,16,,1295,2565
40627,GeForce RTX 4060,8,,1830,2460
40628,Radeon RX 6700 XT,12,,2321,
40629,GeForce GTX 1660 Ti,6,,1500,1770
40630,GeForce RTX 3080 10GB,10,,1440,1920
40631,Radeon RX 5700 XT,8,,1670,1925
40632,Radeon RX 580,8,,1257,1355
40633,GeForce RTX 2080 Ti,11,,1350,1755
40634,GeForce RTX 4080 SUPER,16,,2210,2625
40635,Radeon RX 6500 XT,4,,2310,2815
40636,GeForce GTX 1060 3GB,3,,1506,1708
40637,GeForce RTX 3050 8GB,8,,1550,1845
40638,GeForce RTX 4080,16,,2205,2625
40639,GeForce GTX 1660,6,,1530,1830
40640,GeForce GTX 1060 6GB,6,,1506,1708
40641,GeForce RTX 3060 12GB,12,,1320,1837
40642,Radeon RX 6800 XT,16,,1825,2250
40643,Arc A380,6,,2000,2000
40644,GeForce RTX 4060 Ti,8,,2310,2565
40645,Radeon RX 6800 XT,16,,1825,2340
40646,GeForce RTX 4070 Ti,12,,2310,2610
40647,Radeon Pro WX 3100,4,,925,1219
40648,GeForce GTX 1070 Ti,8,,1607,1759
40649,GeForce GTX 1070,8,,1594,1822
40650,GeForce RTX 4090,24,,2230,2520
40651,GeForce RTX 2070,8,,1410,1710
40652,GeForce GTX 1060 3GB,3,,1556,1797
40653,GeForce RTX 4080 SUPER,16,,2210,2550
40654,GeForce RTX 3060 Ti LHR,8,,1410,1800
40655,GeForce RTX 3080 10GB,10,,1440,
40656,GeForce RTX 3080 10GB,10,,1440,1800
40657,GeForce RTX 3070 LHR,8,,1500,1800
40658,GeForce RTX 4080,16,,2205,2625
40659,GeForce RTX 4070 Ti,12,,2310,2610
40660,GeForce RTX 2070 SUPER,8,,1605,1800
40661,GeForce RTX 4060 Ti,8,,2310,2565
40662,GeForce RTX 4060 Ti,16,,2310,2580
40663,GeForce GTX 1650 SUPER,4,,1530,1755
40664,GeForce RTX 4070 SUPER,12,,1980,2505
40665,GeForce RTX 3080 10GB,10,,1440,1935
40666,GeForce RTX 3070 Ti,8,,1575,1875
40667,Radeon RX 6700 XT,12,,2321,
40668,GeForce RTX 3060 12GB,12,,1320,1807
40669,GeForce GTX 1650 G6,4,,1410,1620
40670,GeForce GT 730,2,,902,
40671,Radeon RX 6700 XT,12,,2457,2622
40672,GeForce GTX 1650 G6,4,,1410,1650
40673,GeForce RTX 4070 Ti,12,,2310,2745
40674,GeForce RTX 3060 12GB,12,,1320,1867
40675,GeForce RTX 4070 Ti SUPER,16,,2340,2610
40676,Radeon RX 6500 XT,4,,2310,
40677,GeForce RTX 4070 Ti,12,,2310,2640
40678,GeForce RTX 3070 Ti,8,,1575,1800
40679,GeForce GTX 1650 G5,4,,1485,1755
40680,Radeon RX 7900 XTX,24,,2300,2500
40681,GeForce RTX 2060 SUPER,8,,1470,1665
40682,GeForce RTX 4070 SUPER,12,,1980,2490
40683,GeForce RTX 3080 12GB LHR,12,,1260,1890
40684,GeForce RTX 2080 Ti,11,,1350,1755
40685,Radeon RX 6900 XT,16,,1925,2340
40686,Radeon RX 7800 XT,16,,1295,2565
40687,GeForce RTX 3060 Ti,8,,1410,1770
40688,GeForce RTX 2080,8,,1515,1815
40689,GeForce RTX 2060 SUPER,8,,1470,1680
40690,GeForce RTX 4070,12,,1920,2490
40691,GeForce GTX 980 Ti,6,,1178,1279
40692,GeForce RTX 2070 SUPER,8,,1635,1935
40693,GeForce RTX 3060 12GB,12,,1320,1777
40694,GeForce RTX 4090,24,,2235,2565
40695,GeForce GTX 1660 SUPER,6,,1530,1860
40696,GeForce RTX 3080 10GB LHR,10,,1440,1800
40697,GeForce RTX 3060 8GB,8,,1320,1807
40698,GeForce RTX 4070 Ti,12,,2310,2670
40699,GeForce RTX 4060 Ti,8,,2310,2595
40700,Radeon RX 6600 XT,8,,1968,2589
40701,GeForce RTX 3080 10GB LHR,10,,1440,1710
40702,GeForce GT 1030 DDR4,4,,1151,1430
40703,GeForce GTX 1660 Ti,6,,1500,1860
40704,GeForce RTX 3070 Ti,8,,1575,1770
40705,Radeon RX 7900 XTX,24,,2300,2680
40706,GeForce RTX 4060,8,,1830,2520
40707,GeForce RTX 3060 Ti LHR,8,,1410,1665
40708,GeForce RTX 4060,8,,1830,2460
40709,GeForce RTX 3060 Ti,8,,1410,1800
40710,Radeon RX 6700 XT,12,,2321,
40711,GeForce GTX 1660,6,,1530,1785
40712,Radeon RX 580,4,,1257,1366
40713,GeForce RTX 3070 LHR,8,,1500,1725
40714,Radeon RX 6600 XT,8,,1968,2593
40715,Radeon RX 5700 XT,8,,1770,2035
40716,Quadro RTX 4000,8,,1005,1545
40717,GeForce RTX 3050 6GB,6,,1040,1470
40718,GeForce GTX 970,4,,1114,1253
40719,Radeon RX 5700,8,,1465,1725
40720,Radeon RX 7600,8,,1720,2695
40721,GeForce RTX 3090,24,,1395,1875
40722,Arc A750,8,,2050,2300
40723,Radeon RX 550 - 512,4,,1100,1071
40724,Radeon RX 6750 XT,12,,2150,2600
40725,GeForce RTX 4070 Ti,12,,2310,2790
40726,GeForce GTX 1070 Ti,8,,1607,1683
40727,GeForce RTX 2060,6,,1365,1830
40728,GeForce RTX 3060 12GB,12,,1320,
40729,GeForce RTX 3050 6GB,6,,1040,1470
40730,GeForce GTX 1650 G6,4,,1410,1635
40731,GeForce RTX 3090,24,,1395,
40732,GeForce RTX 4090,24,,2235,2610
40733,Radeon RX 6800 XT,16,,1825,
40734,GeForce RTX 3050 6GB,6,,1040,1470
40735,GeForce RTX 2070,8,,1410,1620
40736,Radeon RX 570,8,,1168,1286
40737,Radeon RX 6600 XT,8,,1968,
40738,Radeon RX 6800,16,,1700,2155
40739,GeForce RTX 3070 LHR,8,,1500,1755
40740,GeForce GTX 1050 Ti,4,,1303,1417
40741,GeForce RTX 3080 Ti,12,,1365,1695
40742,Radeon RX 6600 XT,8,,1968,2607
40743,GeForce RTX 3090,24,,1395,1725
40744,GeForce RTX 3080 Ti,12,,1365,1725
40745,GeForce RTX 2070,8,,1620,
40746,GeForce GTX 1080 Ti,11,,1518,1657
40747,Radeon RX 6900 XT,16,,2125,2475
40748,GeForce RTX 3070 LHR,8,,1500,1755
40749,Radeon RX 6750 XT,12,,2150,2623
40750,Radeon RX 6500 XT,4,,2310,2820
40751,GeForce RTX 3060 12GB,12,,1320,
40752,Radeon RX 7700 XT,12,,1700,2590
40753,GeForce RTX 3070,8,,1500,1785
40754,GeForce RTX 4090,24,,2235,2550
40755,GeForce RTX 4080,16,,2205,2640
40756,GeForce RTX 3060 Ti,8,,1410,1785
40757,Radeon RX 6700,10,,1941,2495
40758,GeForce GTX 1660 Ti,6,,1500,1770
40759,GeForce GTX 1650 G6,4,,1410,1650
40760,GeForce GTX 970,4,,1050,1178
40761,RTX A5000,24,,1170,1695
40762,GeForce GTX 1650 SUPER,4,,1530,1740
40763,GeForce GTX 1630,4,,1740,1785
40764,Arc A770,16,,2100,2300
40765,GeForce RTX 2080 SUPER,8,,1650,1890
40766,Radeon RX 6900 XT,16,,2015,2340
40767,GeForce RTX 4090,24,,2235,2520
40768,Radeon RX 580,8,,1405,1425
40769,GeForce GTX 1070 Ti,8,,1607,1683
40770,GeForce RTX 3070,8,,1500,1920
40771,GeForce RTX 3060 12GB,12,,1320,1777
40772,GeForce RTX 3080 10GB LHR,10,,1440,1710
40773,GeForce GTX 1080 Ti,11,,1569,1683
40774,Radeon RX 6500 XT,4,,2310,2825
40775,GeForce RTX 3050 6GB,6,,1040,1470
40776,GeForce GTX 1070,8,,1594,1784
40777,Radeon RX 6700 XT,12,,2321,
40778,Radeon RX 6600 XT,8,,1968,2607
40779,Radeon RX 6700 XT,12,,2321,2581
40780,GeForce GTX 1060 6GB,6,,1594,1847
40781,GeForce RTX 4070,12,,1920,2550
40782,GeForce RTX 4060 Ti,8,,2310,2535
40783,Radeon RX 6500 XT,4,,2310,2825
40784,Radeon RX 6950 XT,16,,1890,2435
40785,GeForce RTX 2070 SUPER,8,,1605,1800
40786,GeForce GT 1030,2,,1266,1506
40787,Radeon RX 580,8,,1257,1380
40788,GeForce GTX 1050 Ti,4,,1354,1468
40789,GeForce GT 710,2,,954,
40790,GeForce GTX 970,4,,1114,1253
40791,GeForce GTX 960,4,,1241,1304
40792,GeForce RTX 3080 Ti,12,,1365,1800
40793,GeForce RTX 2060,6,,1365,1755
40794,GeForce RTX 4070 Ti SUPER,16,,2340,2655
40795,Radeon Pro WX 2100,2,,925,1219
40796,GeForce RTX 2060 SUPER,8,,1470,1680
40797,Radeon RX 6800 XT,16,,1825,2250
40798,Radeon RX 6700 XT,12,,2321,
40799,GeForce RTX 4060 Ti,8,,2310,
40800,GeForce RTX 4070 Ti SUPER,16,,2340,2670
40801,GeForce RTX 4070 Ti SUPER,16,,2340,2625
40802,GeForce RTX 3060 Ti LHR,8,,1410,1770
40803,Radeon RX 580,8,,1257,1380
40804,Radeon RX 6800,16,,1700,2105
40805,Radeon RX 6650 XT,8,,2055,2694
40806,GeForce GTX 1050 Ti,4,,1290,1392
40807,GeForce GTX 1060 6GB,6,,1607,1835
40808,GeForce GTX 1660 SUPER,6,,1530,1785
40809,GeForce RTX 2070 SUPER,8,,1635,1845
40810,GeForce RTX 3080 10GB LHR,10,,1440,1935
40811,Radeon RX 5700 XT,8,,1605,1905
40812,Radeon RX 6500 XT,4,,2310,
40813,GeForce GTX 1060 3GB,3,,1594,1809
40814,Quadro RTX 5000,16,,1620,1815
40815,GeForce RTX 2080 Ti,11,,1350,1635
40816,GeForce RTX 4080,16,,2205,2505
40817,Radeon RX 6750 XT,12,,2593,2713
40818,GeForce RTX 2060 SUPER,8,,1500,1860
40819,GeForce RTX 3060 Ti LHR,8,,1410,1710
40820,GeForce RTX 4080,16,,2205,2610
40821,Radeon RX 480,8,,1120,1316
40822,GeForce RTX 4070 Ti SUPER,16,,2340,2610
40823,GeForce RTX 3080 10GB,10,,1440,1740
40824,GeForce RTX 4070,12,,1920,2550
40825,GeForce GTX 1650 G6,4,,1410,1665
40826,Radeon RX 7900 XT,20,,2000,2400
40827,GeForce RTX 2060,6,,1365,1860
40828,Radeon RX 580,8,,1257,1393
40829,GeForce RTX 3080 10GB,10,,1440,1710
40830,GeForce RTX 3060 12GB,12,,1320,1852
40831,GeForce GTX 1080 Ti,11,,1556,1670
40832,GeForce GTX 1050,2,,1354,1455
40833,GeForce RTX 4090,24,,2235,2610
40834,GeForce RTX 4070,12,,1920,2550
40835,GeForce RTX 3090 Ti,24,,1560,1965
40836,GeForce RTX 2070 SUPER,8,,1605,1815
40837,GeForce RTX 4080,16,,2205,2550
40838,Radeon RX 6400,4,,1923,
40839,GeForce GTX 1060 6GB,6,,1556,1771
40840,GeForce RTX 2060 12GB,12,,1470,1650
40841,GeForce RTX 3060 Ti LHR,8,,1410,1890
40842,GeForce RTX 3060 8GB,8,,1320,1867
40843,GeForce RTX 3070 LHR,8,,1500,1725
40844,GeForce RTX 3090,24,,1395,1755
40845,Radeon Pro WX 7100,8,,900,1080
40846,GeForce GT 1030 DDR4,2,,1189,1430
40847,GeForce RTX 3060 Ti LHR,8,,1410,1740
40848,GeForce RTX 2080,8,,1515,
40849,GeForce GTX 1660,6,,1530,1860
40850,Radeon RX 580,8,,1257,1380
40851,Radeon RX 570,4,,1168,1284
40852,GeForce RTX 2070 SUPER,8,,1605,1770
40853,Arc A750,8,,2050,2200
40854,Radeon RX 7900 XT,20,,2000,2535
40855,Radeon RX 6600 XT,8,,1968,2602
40856,GeForce RTX 3060 Ti,8,,1410,1845
40857,GeForce RTX 4070 Ti,12,,2310,2625
40858,GeForce GTX 1080 Ti,11,,1569,1683
40859,GeForce RTX 3080 12GB LHR,12,,1260,1815
40860,Radeon RX 6950 XT,16,,1958,2324
40861,Radeon RX 6900 XT,16,,1825,2365
40862,GeForce GTX 1650 SUPER,4,,1530,1755
40863,Radeon RX 6400,4,,1923,
40864,GeForce RTX 4080,16,,2205,2520
40865,GeForce GTX 1650 G6,4,,1410,1680
40866,GeForce RTX 3050 8GB,8,,1550,
40867,GeForce RTX 4060,8,,1830,2490
40868,GeForce GTX 1070,8,,1607,1797
40869,Radeon RX 590,8,,1469,1560
40870,GeForce RTX 3070,8,,1500,1935
40871,GeForce RTX 3070 Ti,8,,1575,1815
40872,GeForce RTX 3060 Ti LHR,8,,1410,1755
40873,Radeon RX 7900 XTX,24,,2300,2500
40874,GeForce RTX 4070,12,,2475,2505
40875,Radeon RX 6500 XT,4,,2310,2825
40876,Radeon RX 6600 XT,8,,2188,2607
40877,GeForce GTX 1080,8,,1708,1847
40878,Radeon RX 5600 XT,6,,1247,1620
40879,GeForce GTX 1660,6,,1530,1830
40880,GeForce RTX 4080,16,,2205,2505
40881,Radeon RX 7600,8,,1720,2745
40882,GeForce GTX 1650 SUPER,4,,1530,1755
40883,GeForce RTX 3060 12GB,12,,1320,
40884,Radeon RX 7800 XT,16,,1295,2520
40885,Radeon RX 6750 XT,12,,2150,2623
40886,GeForce RTX 4060 Ti,16,,2310,2595
40887,GeForce RTX 3060 12GB,12,,1320,
40888,GeForce GTX 1080 Ti,11,,1594,1708
40889,Radeon RX VEGA 64,8,,1247,1546
40890,GeForce RTX 4060,8,,1830,2535
40891,GeForce RTX 4060 Ti,8,,2310,2535
40892,Radeon RX 6750 XT,12,,2150,2623
40893,Radeon RX 6800,16,,1700,2155
40894,Radeon RX 6700 XT,12,,2457,2622
40895,GeForce GTX 1650 G6,4,,1410,1620
40896,Radeon RX 6800 XT,16,,1825,
40897,Quadro P2000,5,,1370,1470
40898,GeForce RTX 4070,12,,1920,2550
40899,Radeon RX 6800,16,,1700,2190
40900,GeForce RTX 4070 Ti,12,,2310,2625
40901,Radeon RX 7600 XT,16,,1720,2799
40902,GeForce RTX 4080,16,,2205,2535
40903,GeForce RTX 4070 SUPER,12,,1980,2550
40904,RTX A4500,20,,1050,1650
40905,GeForce GT 1030,2,,1278,1531
40906,GeForce RTX 4070 Ti,12,,2310,2625
40907,Radeon RX 7900 XTX,24,,2300,2500
40908,GeForce RTX 3080 10GB,10,,1440,
40909,Radeon RX 6600 XT,8,,1968,2607
40910,GeForce GTX 960,4,,1279,1342
40911,GeForce GTX 1070,8,,1518,1708
40912,Radeon RX 580,4,,1257,1411
40913,GeForce RTX 2060 SUPER,8,,1470,1650
40914,GeForce RTX 4070 SUPER,12,,1980,2550
40915,GeForce RTX 4070,12,,1920,2595
40916,GeForce RTX 4060 Ti,16,,2310,2535
40917,GeForce GTX 1080 Ti,11,,1480,1582
40918,GeForce GTX 1070 Ti,8,,1607,1683
40919,Radeon RX 570,4,,1168,1310
40920,GeForce GTX 980,4,,1266,1367
40921,GeForce RTX 4060,8,,1830,
40922,Quadro RTX 6000,24,,1440,1770
40923,GeForce RTX 2070 SUPER,8,,1605,1800
40924,GeForce GTX 980 Ti,6,,1000,1076
40925,GeForce RTX 4070 SUPER,12,,1980,2505
40926,GeForce GTX 1650 SUPER,4,,1530,1725
40927,Radeon RX 6650 XT,8,,2055,2669
40928,GeForce RTX 4060,8,,1830,2475
40929,GeForce RTX 4070 Ti,12,,2310,2610
40930,GeForce RTX 3050 8GB,8,,1550,1807
40931,GeForce RTX 3080 Ti,12,,1365,1770
40932,GeForce RTX 2080 Ti,11,,1350,1650
40933,GeForce RTX 4070,12,,1920,2550
40934,GeForce GTX 1060 3GB,3,,1607,1835
40935,GeForce RTX 4080 SUPER,16,,2210,2580
40936,GeForce RTX 3090 Ti,24,,1560,1890
40937,GeForce GTX 1060 6GB,6,,1506,1708
40938,GeForce RTX 3080 10GB,10,,1440,1935
40939,Radeon RX 480,8,,1120,1266
40940,GeForce GTX 1050 Ti,4,,1379,1506
40941,Radeon RX 6500 XT,8,,2310,2855
40942,Radeon RX 7800 XT,16,,1295,2565
40943,Radeon RX 6950 XT,16,,1890,2454
40944,Radeon PRO W6800,32,,2075,2320
40945,Radeon RX 6650 XT,8,,2055,2689
40946,Radeon RX 550 - 512,2,,1100,1183
40947,GeForce GTX 1080 Ti,11,,1480,1582
40948,GeForce GTX 1070,8,,1556,1771
40949,GeForce RTX 4080 SUPER,16,,2210,2610
40950,Radeon RX 6700 XT,12,,2321,
40951,GeForce GT 730,4,,902,
40952,GeForce RTX 4090,24,,2235,2520
40953,Radeon RX 6600 XT,8,,1968,2607
40954,GeForce RTX 3050 8GB,8,,1550,
40955,Radeon RX 6650 XT,8,,2055,2635
40956,GeForce RTX 4070 SUPER,12,,1980,2490
40957,GeForce GTX 1080,8,,1657,1797
40958,GeForce RTX 4070 Ti,12,,2310,2610
40959,GeForce GTX 1080 Ti,11,,1569,1708
40960,GeForce GTX 1050 Ti,4,,1328,1442
40961,Radeon RX 5700 XT,8,,1650,1905
40962,Radeon RX 5600 XT,6,,1235,1620
40963,GeForce RTX 4070 SUPER,12,,1980,2505
40964,Quadro P4000,8,,1227,1480
40965,GeForce GTX 980,4,,1126,1216
40966,Radeon RX 7900 XT,20,,2000,2400
40967,GeForce RTX 2060,6,,1365,1740
40968,Radeon RX 7600,8,,1720,2655
40969,Radeon RX 5500 XT,8,,1685,1845
40970,GeForce RTX 4070 Ti,12,,2310,2385
40971,Radeon RX 6650 XT,8,,2055,2694
40972,GeForce RTX 4070,12,,1920,2490
40973,GeForce GTX 1080 Ti,11,,1645,1759
40974,Radeon RX 7900 XTX,24,,2300,2500
40975,GeForce RTX 2080,8,,1350,1710
40976,GeForce RTX 3060 Ti LHR,8,,1410,1665
40977,GeForce GTX 1080 Ti,11,,1607,1746
40978,GeForce GTX 1060 6GB,6,,1506,1708
40979,Radeon RX 5600 XT,6,,1247,1770
40980,GeForce RTX 4060 Ti,16,,2310,2595
40981,GeForce RTX 4070 Ti,12,,2310,2760
40982,Radeon RX 6600 XT,8,,1968,2607
40983,GeForce RTX 4060,8,,1830,2475
40984,GeForce GTX 1060 6GB,6,,1544,1759
40985,GeForce RTX 4080 SUPER,16,,2210,2550
40986,GeForce GT 730,2,,700,
40987,GeForce RTX 4070 Ti,12,,2310,2685
40988,GeForce RTX 3070 Ti,8,,1575,1770
40989,Radeon RX 7900 GRE,16,,1270,2391
40990,GeForce RTX 3060 12GB,12,,1320,1777
40991,GeForce GTX 1080,8,,1657,1797
40992,Radeon RX 5700 XT,8,,1605,1905
40993,Radeon RX 7900 XT,20,,2000,2400
40994,Radeon Pro WX 4100,4,,925,975
40995,GeForce GTX 1650 SUPER,4,,1530,1740
40996,GeForce RTX 4070 Ti SUPER,16,,2340,2610
40997,GeForce RTX 3080 12GB LHR,12,,1260,1815
40998,GeForce RTX 3080 12GB LHR,12,,1260,1740
40999,GeForce RTX 3080 10GB,10,,1440,1755
41000,GeForce RTX 2080,8,,1515,1860
41001,GeForce GTX 960,4,,1253,1317
41002,Radeon RX 560 - 1024,4,,1175,
41003,GeForce RTX 2070 SUPER,8,,1635,1800
41004,GeForce RTX 3080 Ti,12,,1365,1845
41005,GeForce GTX 1650 G5,4,,1485,1710
41006,Radeon RX 580,8,,1257,1340
41007,GeForce GTX 1050 Ti,4,,1341,1455
41008,Radeon RX 5700 XT,8,,1605,1905
41009,Radeon RX 6650 XT,8,,2055,2635
41010,GeForce RTX 2070 SUPER,8,,1605,1770
41011,Radeon RX 6400,4,,1923,
41012,GeForce RTX 3060 Ti,8,,1410,1890
41013,Arc A770,16,,2100,2300
41014,GeForce RTX 4060 Ti,16,,2310,2595
41015,GeForce RTX 4070 Ti,12,,2310,2655
41016,GeForce RTX 2060,6,,1365,1680
41017,GeForce GTX 1050 Ti,4,,1290,1430
41018,GeForce GTX 1070,8,,1556,1746
41019,GeForce RTX 2080 Ti,11,,1350,1545
41020,GeForce RTX 3050 6GB,6,,1040,1470
41021,GeForce GTX 1650 G6,4,,1485,1590
41022,GeForce GTX 1070,8,,1506,1683
41023,GeForce RTX 3060 Ti LHR,8,,1665,1680
41024,Arc A310,4,,1750,2000
41025,GeForce RTX 4080,16,,2205,2505
41026,GeForce RTX 2080 Ti,11,,1350,1545
41027,Radeon RX 590,8,,1469,1545
41028,GeForce RTX 2070,8,,1410,1830
41029,GeForce RTX 2080 SUPER,8,,1650,1845
41030,GeForce RTX 3050 6GB,6,,1040,1470
41031,Radeon RX 6700 XT,12,,2321,2622
41032,Radeon RX 7600,8,,1720,2755
41033,Radeon RX 5700,8,,1515,1750
41034,GeForce GTX 1060 6GB,6,,1506,1708
41035,GeForce RTX 4070 Ti SUPER,16,,2340,2640
41036,Radeon RX 6700,10,,1941,2495
41037,GeForce RTX 3080 Ti,12,,1365,1710
41038,GeForce RTX 3060 Ti LHR,8,,1410,1710
41039,GeForce RTX 2070,8,,1410,1740
41040,Radeon RX 6800,16,,1815,2155
41041,Titan Xp,12,,1480,1582
41042,GeForce RTX 3070 Ti,8,,1575,1875
41043,GeForce RTX 4060 Ti,16,,2310,2655
41044,Radeon RX 6800,16,,1700,2170
41045,Quadro P620,2,,1266,1354
41046,GeForce RTX 3070 LHR,8,,1500,1845
41047,GeForce RTX 4070,12,,1920,2475
41048,GeForce GTX 1050 Ti,4,,1328,1442
41049,GeForce GTX 770,2,,1046,1085
41050,GeForce GTX 1080,8,,1607,1771
41051,GeForce RTX 4090,24,,2235,2610
41052,GeForce RTX 4070 Ti SUPER,16,,2340,2640
41053,GeForce GTX 1070 Ti,8,,1607,1683
41054,GeForce GTX 1050 Ti,4,,1354,1468
41055,Radeon RX 580,8,,1257,1430
41056,GeForce RTX 3090 Ti,24,,1560,1935
41057,GeForce RTX 4060 Ti,16,,2310,2535
41058,GeForce GTX 1660 Ti,6,,1500,1845
41059,GeForce GTX 1050 Ti,4,,1290,1392
41060,Radeon RX 6600 XT,8,,1968,2589
41061,Radeon RX 6600,8,,1626,2491
41062,Radeon RX 6800 XT,16,,1875,2310
41063,GeForce RTX 3060 12GB,12,,1320,1777
41064,Radeon RX 570,8,,1168,1340
41065,Radeon RX 5500 XT,8,,1685,1845
41066,Radeon RX 6900 XT,16,,1825,2340
41067,GeForce RTX 3070 LHR,8,,1500,1755
41068,Radeon RX 570,4,,1168,1255
41069,GeForce RTX 4060 Ti,8,,2310,2655
41070,GeForce RTX 4060,8,,1830,2580
41071,Radeon RX VEGA 56,8,,1156,1471
41072,RTX A2000 6GB,6,,562,1200
41073,Radeon R9 390,8,,1000,1060
41074,Radeon RX 6700 XT,12,,2375,2620
41075,GeForce RTX 3080 10GB,10,,1710,
41076,GeForce GT 1030,2,,1227,1468
41077,GeForce RTX 3090 Ti,24,,1560,1950
41078,GeForce RTX 4080,16,,2205,2565
41079,GeForce GTX 1650 SUPER,4,,1530,1740
41080,GeForce GTX 980 Ti,6,,1102,1190
41081,GeForce GTX 1660 Ti,6,,1500,1845
41082,Radeon RX 7900 XTX,24,,2300,2500
41083,GeForce RTX 4080,16,,2205,2535
41084,Radeon Pro WX 3200,4,,1250,1290
41085,GeForce RTX 3050 8GB,8,,1550,1792
41086,GeForce RTX 4070,12,,1920,2475
41087,GeForce RTX 2060 12GB,12,,1470,1680
41088,GeForce GTX 1660,6,,1530,1860
41089,GeForce RTX 2080 SUPER,8,,1650,1845
41090,Radeon RX 6650 XT,8,,2055,2689
41091,Radeon RX 6900 XT,16,,1825,2335
41092,GeForce RTX 4070 Ti,12,,2310,2745
41093,GeForce RTX 2070 SUPER,8,,1635,1830
41094,GeForce RTX 2080 Ti,11,,1350,
41095,Radeon RX 7900 XTX,24,,2300,2500
41096,GeForce RTX 3090,24,,1395,1725
41097,GeForce RTX 3080 10GB LHR,10,,1440,1800
41098,Radeon RX 580,8,,1257,
41099,GeForce RTX 4080,16,,2205,2505
41100,GeForce RTX 3060 12GB,12,,1320,1807
41101,Quadro P1000,4,,1354,1455
41102,GeForce RTX 4070 Ti SUPER,16,,2340,2640
41103,GeForce GTX 1080,8,,1607,1733
41104,GeForce GTX 1660 SUPER,6,,1530,1815
