model_no,capacity,price_per_gb,type,cache,form_factor,interface
91761,2000,,SSD,,M.2-2242,M.2 PCIe 3.0 X4
91762,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91763,1000,0.065,SSD,,2.5,SATA 6.0 Gb/s
91764,960,0.516,SSD,,2.5,SATA 6.0 Gb/s
91765,525,,SSD,,M.2-2280,M.2 SATA
91766,6000,0.024,5900,256,3.5,SATA 6.0 Gb/s
91767,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91768,10000,0.024,HDD,512,3.5,SATA 6.0 Gb/s
91769,12000,0.027,HDD,,3.5,SATA 6.0 Gb/s
91770,2000,,HDD,64,3.5,SATA 6.0 Gb/s
91771,250,,SSD,,2.5,SATA 6.0 Gb/s
91772,1000,,HDD,32,2.5,SATA 6.0 Gb/s
91773,8000,,5900,128,3.5,SATA 6.0 Gb/s
91774,120,,SSD,,2.5,SATA 6.0 Gb/s
91775,128,0.586,SSD,,2.5,SATA 6.0 Gb/s
91776,500,,SSD,,M.2-2280,M.2 SATA
91777,480,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91778,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91779,4000,,SSD,,2.5,SATA 6.0 Gb/s
91780,480,,SSD,,2.5,SATA 6.0 Gb/s
91781,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91782,128,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91783,256,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91784,16000,0.019,HDD,512,3.5,SATA 6.0 Gb/s
91785,1000,0.063,SSD,,M.2-2280,M.2 SATA
91786,2000,0.165,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91787,960,0.072,SSD,,2.5,SATA 6.0 Gb/s
91788,4000,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91789,240,0.109,SSD,,2.5,SATA 6.0 Gb/s
91790,2000,0.089,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91791,1000,0.077,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91792,3000,0.022,HDD,64,3.5,SATA 6.0 Gb/s
91793,4000,0.125,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91794,960,0.418,SSD,,3.5,SATA 6.0 Gb/s
91795,2000,0.065,SSD,,2.5,SATA 6.0 Gb/s
91796,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91797,40,1.825,SSD,,2.5,SATA 3.0 Gb/s
91798,2000,0.125,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91799,2000,0.049,HDD,128,3.5,SATA 6.0 Gb/s
91800,4000,0.075,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91801,1000,0.11,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91802,600,0.393,10000,32,3.5,SATA 6.0 Gb/s
91803,320,,5900,8,3.5,SATA 3.0 Gb/s
91804,6000,0.036,HDD,64,3.5,SATA 6.0 Gb/s
91805,800,0.456,SSD,,2.5,SATA 6.0 Gb/s
91806,8000,0.031,HDD,256,3.5,SATA 6.0 Gb/s
91807,128,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91808,512,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91809,500,0.094,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91810,2000,0.146,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91811,250,0.1,HDD,16,3.5,SATA 3.0 Gb/s
91812,256,,SSD,,2.5,SATA 3.0 Gb/s
91813,120,0.718,SSD,,2.5,SATA 6.0 Gb/s
91814,120,,SSD,,2.5,SATA 6.0 Gb/s
91815,750,0.078,HDD,16,3.5,SATA 6.0 Gb/s
91816,4000,0.034,5900,64,3.5,SATA 6.0 Gb/s
91817,2000,,SSD,2048,M.2-2280,M.2 SATA
91818,128,,SSD,,M.2-2280,M.2 PCIe 3.0 X2
91819,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91820,4000,0.027,HDD,,3.5,SATA 6.0 Gb/s
91821,256,,SSD,,M.2-2280,M.2 SATA
91822,1920,,SSD,,2.5,SATA 6.0 Gb/s
91823,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91824,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91825,3840,,SSD,,2.5,SATA 6.0 Gb/s
91826,240,0.323,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91827,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91828,256,,SSD,,2.5,SATA 6.0 Gb/s
91829,4000,,5000,256,3.5,SATA 6.0 Gb/s
91830,512,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91831,2000,0.086,SSD,,2.5,SATA 6.0 Gb/s
91832,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91833,240,0.111,SSD,,2.5,SATA 6.0 Gb/s
91834,2000,0.035,HDD,128,2.5,SATA 6.0 Gb/s
91835,2000,0.036,HDD,256,3.5,SATA 6.0 Gb/s
91836,512,0.127,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91837,10000,0.024,HDD,256,3.5,SATA 6.0 Gb/s
91838,4000,0.029,HDD,128,3.5,SATA 6.0 Gb/s
91839,1000,0.25,,,2.5,SATA 6.0 Gb/s
91840,120,0.5,SSD,,mSATA,mSATA
91841,120,0.188,SSD,,2.5,SATA 6.0 Gb/s
91842,500,0.15,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91843,1000,0.143,HDD,16,2.5,SATA 6.0 Gb/s
91844,400,1.248,SSD,,PCIe,PCIe x4
91845,6000,0.16,HDD,128,3.5,SATA 6.0 Gb/s
91846,10000,0.03,HDD,256,3.5,SATA 6.0 Gb/s
91847,1000,,SSD,,2.5,SATA 6.0 Gb/s
91848,120,,SSD,,2.5,SATA 6.0 Gb/s
91849,512,0.076,SSD,,M.2-2280,M.2 SATA
91850,1000,0.162,HDD,32,3.5,SATA 3.0 Gb/s
91851,1000,0.129,5900,32,3.5,SATA 3.0 Gb/s
91852,128,,SSD,,2.5,SATA 6.0 Gb/s
91853,256,,SSD,,2.5,SATA 6.0 Gb/s
91854,128,,SSD,,2.5,SATA 6.0 Gb/s
91855,256,,SSD,,2.5,SATA 6.0 Gb/s
91856,400,,SSD,,2.5,SATA 6.0 Gb/s
91857,6000,,5900,128,3.5,SATA 6.0 Gb/s
91858,2000,,HDD,64,3.5,SATA 6.0 Gb/s
91859,4000,,HDD,128,3.5,SATA 6.0 Gb/s
91860,480,,SSD,,2.5,SATA 6.0 Gb/s
91861,2000,,SSD,,2.5,SATA 6.0 Gb/s
91862,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91863,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X2
91864,500,,SSD,,2.5,SATA 6.0 Gb/s
91865,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91866,1000,0.05,HDD,32,3.5,SATA 6.0 Gb/s
91867,960,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91868,480,,SSD,,2.5,SATA 6.0 Gb/s
91869,250,,SSD,,2.5,SATA 6.0 Gb/s
91870,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X2
91871,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91872,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91873,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91874,240,,SSD,,2.5,SATA 6.0 Gb/s
91875,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91876,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91877,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91878,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91879,1000,0.076,SSD,,M.2-2230,M.2 PCIe 4.0 X4
91880,1000,0.09,SSD,,M.2-2230,M.2 PCIe 4.0 X4
91881,1000,,5700,,3.5,SATA 6.0 Gb/s
91882,3840,0.115,SSD,,2.5,SATA 6.0 Gb/s
91883,1000,0.086,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91884,8000,0.025,HDD,256,3.5,SATA 6.0 Gb/s
91885,512,0.096,SSD,,2.5,SATA 6.0 Gb/s
91886,256,0.178,SSD,,M.2-2280,M.2 SATA
91887,120,0.233,SSD,,2.5,SATA 6.0 Gb/s
91888,500,0.15,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91889,1000,0.09,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91890,8000,0.026,HDD,256,3.5,SATA 6.0 Gb/s
91891,3000,0.056,HDD,64,3.5,SATA 6.0 Gb/s
91892,480,0.165,SSD,,2.5,SATA 6.0 Gb/s
91893,750,0.05,HDD,32,3.5,SATA 3.0 Gb/s
91894,4000,,HDD,64,3.5,SATA 6.0 Gb/s
91895,1000,0.189,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91896,2000,0.139,SSD,,2.5,SATA 6.0 Gb/s
91897,960,,SSD,,2.5,SATA 6.0 Gb/s
91898,10000,0.025,HDD,256,3.5,SATA 6.0 Gb/s
91899,500,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91900,10000,0.023,HDD,,3.5,SATA 6.0 Gb/s
91901,1000,0.057,HDD,128,2.5,SATA 6.0 Gb/s
91902,100,,SSD,,M.2-22110,M.2 PCIe 3.0 X4
91903,120,2.337,SSD,,2.5,SATA 6.0 Gb/s
91904,800,0.435,SSD,,2.5,U.2
91905,1000,,SSD,,M.2-2280,M.2 SATA
91906,14000,0.03,HDD,256,3.5,SATA 6.0 Gb/s
91907,480,0.084,SSD,,2.5,SATA 6.0 Gb/s
91908,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91909,1000,0.095,SSD,,M.2-2242,M.2 PCIe 3.0 X4
91910,2000,,HDD,32,3.5,SATA 3.0 Gb/s
91911,500,,HDD,16,3.5,SATA 3.0 Gb/s
91912,256,,SSD,,2.5,SATA 6.0 Gb/s
91913,3000,,HDD,64,3.5,SATA 6.0 Gb/s
91914,500,,SSD,,2.5,SATA 6.0 Gb/s
91915,1000,,5900,64,3.5,SATA 6.0 Gb/s
91916,480,,SSD,,M.2-2280,M.2 PCIe 2.0 X4
91917,240,,SSD,,2.5,SATA 6.0 Gb/s
91918,960,,SSD,,2.5,SATA 6.0 Gb/s
91919,1000,,SSD,,PCIe,PCIe x4
91920,1050,,SSD,,M.2-2280,M.2 SATA
91921,120,,SSD,,2.5,SATA 6.0 Gb/s
91922,240,,SSD,,2.5,SATA 6.0 Gb/s
91923,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91924,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91925,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91926,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91927,2000,,SSD,,2.5,SATA 6.0 Gb/s
91928,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91929,8000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91930,480,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91931,16000,0.019,HDD,512,3.5,SATA 6.0 Gb/s
91932,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91933,1000,,SSD,,2.5,SATA 6.0 Gb/s
91934,14000,,HDD,256,3.5,SATA 6.0 Gb/s
91935,8000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91936,2000,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91937,6000,0.025,HDD,256,3.5,SATA 6.0 Gb/s
91938,6000,0.023,HDD,256,3.5,SATA 6.0 Gb/s
91939,8000,0.023,HDD,256,3.5,SATA 6.0 Gb/s
91940,4000,0.062,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91941,12000,0.03,HDD,256,3.5,SATA 6.0 Gb/s
91942,512,0.073,SSD,,2.5,SATA 6.0 Gb/s
91943,1000,0.207,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91944,480,0.25,SSD,,mSATA,mSATA
91945,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X2
91946,12000,0.03,HDD,512,3.5,SATA 6.0 Gb/s
91947,10000,0.022,HDD,256,3.5,SATA 6.0 Gb/s
91948,128,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91949,2000,,HDD,32,3.5,SATA 3.0 Gb/s
91950,6000,0.026,HDD,128,3.5,SATA 6.0 Gb/s
91951,500,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91952,128,,SSD,,2.5,SATA 6.0 Gb/s
91953,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91954,1500,0.033,HDD,32,3.5,SATA 3.0 Gb/s
91955,1500,0.08,HDD,64,3.5,SATA 3.0 Gb/s
91956,256,,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
91957,150,2.113,SSD,,M.2-2280,M.2 SATA
91958,4000,,HDD,64,3.5,SATA 6.0 Gb/s
91959,600,0.163,10000,32,2.5,SATA 6.0 Gb/s
91960,640,,HDD,32,3.5,SATA 3.0 Gb/s
91961,500,,HDD,32,3.5,SATA 3.0 Gb/s
91962,500,,HDD,8,2.5,SATA 3.0 Gb/s
91963,16,,SSD,,2.5,SATA 1.5 Gb/s
91964,64,,SSD,,2.5,SATA 6.0 Gb/s
91965,240,,SSD,,2.5,SATA 6.0 Gb/s
91966,750,0.083,HDD,8,2.5,SATA 3.0 Gb/s
91967,3000,,HDD,64,3.5,SATA 6.0 Gb/s
91968,2000,,,64,3.5,SATA 6.0 Gb/s
91969,4000,0.047,HDD,64,3.5,SATA 6.0 Gb/s
91970,5000,,5900,128,3.5,SATA 6.0 Gb/s
91971,1000,,SSD,,2.5,SATA 6.0 Gb/s
91972,128,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91973,480,0.076,SSD,,2.5,SATA 6.0 Gb/s
91974,512,0.293,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91975,4000,0.032,HDD,64,3.5,SATA 6.0 Gb/s
91976,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91977,12000,,HDD,256,3.5,SAS 12.0 Gb/s
91978,512,,SSD,,2.5,SATA 6.0 Gb/s
91979,480,,SSD,,2.5,SATA 6.0 Gb/s
91980,120,,SSD,,2.5,SATA 6.0 Gb/s
91981,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91982,1500,,SSD,,2.5,U.2
91983,1000,,SSD,,2.5,SATA 6.0 Gb/s
91984,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91985,500,,HDD,8,2.5,SATA 6.0 Gb/s
91986,480,0.198,SSD,,2.5,SATA 6.0 Gb/s
91987,14000,0.022,HDD,512,3.5,SATA 6.0 Gb/s
91988,2000,,,,2.5,SATA 6.0 Gb/s
91989,2000,0.125,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91990,1920,0.166,SSD,,2.5,SATA 6.0 Gb/s
91991,500,0.4,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91992,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
91993,250,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91994,256,,SSD,,M.2-2242,M.2 PCIe 3.0 X4
91995,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
91996,2000,,SSD,,M.2-2280,M.2 PCIe 5.0 X4
91997,1000,0.078,SSD,,M.2-2230,M.2 PCIe 4.0 X4
91998,1000,0.034,HDD,8,2.5,SATA 3.0 Gb/s
91999,64,,SSD,,2.5,SATA 3.0 Gb/s
92000,2000,0.11,SSD,,M.2-2230,M.2 PCIe 4.0 X4
92001,4000,0.079,SSD,,M.2-2280,M.2 PCIe 4.0 X4
92002,2000,0.202,SSD,,2.5,SATA 6.0 Gb/s
92003,512,0.081,SSD,,2.5,SATA 6.0 Gb/s
92004,4000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
92005,32,1.093,SSD,,M.2-2260,M.2 SATA
92006,2000,0.036,HDD,128,3.5,SATA 6.0 Gb/s
92007,2000,0.07,SSD,,M.2-2280,M.2 PCIe 4.0 X4
92008,512,0.103,SSD,,M.2-2242,M.2 PCIe 3.0 X4
92009,1000,0.18,SSD,,M.2-2280,M.2 PCIe 5.0 X4
92010,4000,0.081,HDD,64,3.5,SATA 6.0 Gb/s
92011,2000,0.141,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92012,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92013,4000,0.032,HDD,256,3.5,SATA 6.0 Gb/s
92014,512,0.107,SSD,,2.5,SATA 6.0 Gb/s
92015,6000,0.036,HDD,,3.5,SATA 6.0 Gb/s
92016,320,0.091,HDD,16,3.5,SATA 6.0 Gb/s
92017,500,0.996,HDD,32,3.5,SATA 6.0 Gb/s
92018,480,0.937,SSD,,2.5,SATA 6.0 Gb/s
92019,6000,0.035,HDD,128,3.5,SATA 6.0 Gb/s
92020,2000,0.064,HDD,256,3.5,SATA 6.0 Gb/s
92021,240,0.204,SSD,,2.5,SATA 6.0 Gb/s
92022,12000,0.021,HDD,512,3.5,SATA 6.0 Gb/s
92023,16000,0.019,HDD,512,3.5,SATA 6.0 Gb/s
92024,14000,0.034,HDD,256,3.5,SATA 6.0 Gb/s
92025,320,,HDD,8,2.5,SATA 3.0 Gb/s
92026,160,0.206,HDD,8,3.5,SATA 3.0 Gb/s
92027,1000,,SSD,128,3.5,SATA 3.0 Gb/s
92028,1000,,HDD,32,3.5,SATA 3.0 Gb/s
92029,750,,5200,8,2.5,SATA 3.0 Gb/s
92030,512,,SSD,,2.5,SATA 6.0 Gb/s
92031,256,1.601,SSD,,2.5,SATA 6.0 Gb/s
92032,750,,HDD,64,3.5,SATA 6.0 Gb/s
92033,1000,,HDD,32,2.5,SATA 6.0 Gb/s
92034,750,0.083,HDD,16,2.5,SATA 6.0 Gb/s
92035,120,,SSD,,2.5,SATA 6.0 Gb/s
92036,500,,SSD,,2.5,SATA 6.0 Gb/s
92037,256,,SSD,256,2.5,SATA 6.0 Gb/s
92038,240,,SSD,512,2.5,SATA 6.0 Gb/s
92039,512,,SSD,,2.5,SATA 6.0 Gb/s
92040,3000,,HDD,,3.5,SATA 6.0 Gb/s
92041,800,3.828,SSD,,2.5,SAS 12.0 Gb/s
92042,240,,SSD,,2.5,SATA 6.0 Gb/s
92043,2000,,HDD,32,2.5,SATA 6.0 Gb/s
92044,4000,,HDD,64,3.5,SATA 6.0 Gb/s
92045,512,,SSD,,M.2-2280,M.2 PCIe 2.0 X4
92046,120,,SSD,,M.2-2280,M.2 SATA
92047,160,,HDD,8,3.5,SATA 1.5 Gb/s
92048,480,0.5,SSD,,2.5,SATA 6.0 Gb/s
92049,480,,SSD,,2.5,SATA 6.0 Gb/s
92050,480,,SSD,,2.5,SATA 6.0 Gb/s
92051,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92052,250,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92053,2000,,HDD,64,3.5,SATA 6.0 Gb/s
92054,128,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92055,512,,SSD,512,2.5,SATA 6.0 Gb/s
92056,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92057,1920,,SSD,,2.5,SATA 6.0 Gb/s
92058,1000,,SSD,,2.5,SATA 6.0 Gb/s
92059,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92060,4000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
92061,512,,SSD,,2.5,SATA 6.0 Gb/s
92062,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92063,250,0.24,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92064,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92065,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92066,250,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92067,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92068,4000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
92069,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92070,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
92071,1000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92072,2000,0.075,SSD,,M.2-2230,M.2 PCIe 4.0 X4
92073,2000,0.075,SSD,,M.2-2230,M.2 PCIe 4.0 X4
92074,2000,0.085,SSD,,M.2-2230,M.2 PCIe 4.0 X4
92075,1000,,SSD,,M.2-2230,M.2 PCIe 4.0 X4
92076,2000,0.065,SSD,,M.2-2280,M.2 PCIe 4.0 X4
92077,512,0.127,SSD,,M.2-2230,M.2 PCIe 4.0 X4
92078,2000,,HDD,128,3.5,SAS 6.0 Gb/s
92079,2000,0.065,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92080,1920,0.127,SSD,,2.5,SATA 6.0 Gb/s
92081,60,1.425,SSD,,2.5,SATA 6.0 Gb/s
92082,1000,0.079,SSD,,M.2-2280,M.2 PCIe 4.0 X4
92083,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92084,8000,0.037,HDD,128,3.5,SATA 6.0 Gb/s
92085,4000,0.027,HDD,256,3.5,SATA 6.0 Gb/s
92086,640,,HDD,8,2.5,SATA 3.0 Gb/s
92087,600,,10000,64,2.5,SATA 6.0 Gb/s
92088,32,1.045,SSD,,M.2-2242,M.2 SATA
92089,4000,0.045,HDD,128,3.5,SAS 12.0 Gb/s
92090,240,0.179,SSD,,2.5,SATA 6.0 Gb/s
92091,512,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
92092,250,0.12,HDD,16,2.5,SATA 3.0 Gb/s
92093,5000,,HDD,128,3.5,SATA 6.0 Gb/s
92094,240,0.537,SSD,,2.5,SATA 6.0 Gb/s
92095,4000,0.09,HDD,128,2.5,SATA 6.0 Gb/s
92096,2000,,5900,64,3.5,SATA 6.0 Gb/s
92097,480,0.109,SSD,,2.5,SATA 6.0 Gb/s
92098,960,0.186,SSD,,2.5,SATA 6.0 Gb/s
92099,500,,SSD,,2.5,SATA 6.0 Gb/s
92100,1000,0.072,SSD,,2.5,SATA 6.0 Gb/s
92101,2000,,HDD,64,3.5,SATA 3.0 Gb/s
92102,320,0.206,HDD,16,3.5,SATA 3.0 Gb/s
92103,2000,,HDD,32,3.5,SATA 3.0 Gb/s
92104,500,0.06,HDD,64,3.5,SATA 3.0 Gb/s
92105,120,,SSD,,2.5,SATA 6.0 Gb/s
92106,320,,HDD,16,3.5,SATA 3.0 Gb/s
92107,128,,SSD,,2.5,SATA 6.0 Gb/s
92108,1000,,HDD,32,3.5,SATA 3.0 Gb/s
92109,128,,SSD,,2.5,SATA 6.0 Gb/s
92110,2000,0.249,HDD,64,3.5,SATA 6.0 Gb/s
92111,480,0.588,SSD,,2.5,SATA 6.0 Gb/s
92112,2000,0.109,5900,64,3.5,SATA 6.0 Gb/s
92113,1000,,HDD,64,2.5,SAS 6.0 Gb/s
92114,1000,0.048,HDD,16,3.5,SAS 3.0 Gb/s
92115,500,,HDD,8,2.5,SATA 3.0 Gb/s
92116,256,,SSD,,M.2-2280,M.2 SATA
92117,240,,SSD,,2.5,SATA 6.0 Gb/s
92118,6000,0.026,HDD,64,3.5,SATA 6.0 Gb/s
92119,1000,0.139,HDD,,2.5,SAS 3.0 Gb/s
92120,8,,SSD,,mSATA,mSATA
92121,250,,SSD,,M.2-2280,M.2 SATA
92122,512,,SSD,512,M.2-2280,M.2 PCIe 3.0 X4
92123,256,0.862,SSD,,2.5,SATA 6.0 Gb/s
92124,500,,HDD,8,2.5,SATA 3.0 Gb/s
92125,1000,,SSD,,M.2-2280,M.2 SATA
92126,256,,SSD,,2.5,SATA 6.0 Gb/s
92127,120,,SSD,,2.5,SATA 6.0 Gb/s
92128,1000,,5900,64,3.5,SATA 6.0 Gb/s
92129,4000,,HDD,64,3.5,SATA 6.0 Gb/s
92130,1000,,HDD,32,3.5,SATA 6.0 Gb/s
92131,8000,0.026,5900,256,3.5,SATA 6.0 Gb/s
92132,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X2
92133,1600,,SSD,,PCIe,PCIe x4
92134,240,,SSD,,2.5,SATA 6.0 Gb/s
92135,240,,SSD,,2.5,SATA 6.0 Gb/s
92136,480,,SSD,,2.5,SATA 6.0 Gb/s
92137,120,,SSD,,2.5,SATA 6.0 Gb/s
92138,240,,SSD,,2.5,SATA 6.0 Gb/s
92139,256,,SSD,256,2.5,SATA 6.0 Gb/s
92140,3840,,SSD,,2.5,SATA 6.0 Gb/s
92141,240,,SSD,,2.5,SATA 6.0 Gb/s
92142,256,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92143,2000,,SSD,,2.5,SATA 6.0 Gb/s
92144,1000,,SSD,,2.5,SATA 6.0 Gb/s
92145,512,0.17,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92146,512,,SSD,,2.5,SATA 6.0 Gb/s
92147,6000,,HDD,256,3.5,SATA 6.0 Gb/s
92148,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92149,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
92150,7680,0.143,SSD,,2.5,SATA 6.0 Gb/s
92151,240,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92152,500,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92153,1000,,SSD,,2.5,SATA 6.0 Gb/s
92154,512,0.111,SSD,,2.5,SATA 6.0 Gb/s
92155,256,,SSD,,2.5,SATA 6.0 Gb/s
92156,480,0.216,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92157,2000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92158,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92159,128,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92160,18000,,HDD,256,3.5,SATA 6.0 Gb/s
92161,128,,SSD,,M.2-2280,M.2 PCIe 3.0 X2
92162,512,,SSD,,2.5,SATA 6.0 Gb/s
92163,1000,,SSD,1024,M.2-2280,M.2 PCIe 4.0 X4
92164,1024,,SSD,,M.2-2242,M.2 PCIe 3.0 X4
92165,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
92166,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
92167,4000,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92168,2000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
92169,1000,,SSD,,M.2-2280,M.2 PCIe 4.0 X4
92170,2000,0.087,SSD,,M.2-2230,M.2 PCIe 4.0 X4
92171,480,,SSD,,2.5,U.2
92172,14000,0.022,HDD,512,3.5,SATA 6.0 Gb/s
92173,8000,0.025,5640,128,3.5,SATA 6.0 Gb/s
92174,1000,0.17,SSD,,M.2-2280,M.2 PCIe 5.0 X4
92175,1000,0.137,SSD,,2.5,U.2
92176,4000,0.036,HDD,,3.5,SATA 6.0 Gb/s
92177,3000,0.028,HDD,256,3.5,SATA 6.0 Gb/s
92178,240,0.125,SSD,,M.2-2280,M.2 SATA
92179,1000,,HDD,8,2.5,SATA 3.0 Gb/s
92180,2000,0.033,HDD,,3.5,SATA 6.0 Gb/s
92181,120,2.916,SSD,,2.5,SATA 3.0 Gb/s
92182,500,0.07,HDD,16,2.5,SATA 3.0 Gb/s
92183,1920,0.161,SSD,,2.5,SATA 6.0 Gb/s
92184,500,0.14,SSD,,M.2-2280,M.2 SATA
92185,2000,0.145,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92186,16000,0.025,HDD,256,3.5,SATA 6.0 Gb/s
92187,2000,0.051,SSD,,2.5,SATA 6.0 Gb/s
92188,512,,SSD,,M.2-2280,M.2 PCIe 3.0 X4
92189,1000,0.11,SSD,,M.2-2280,M.2 PCIe 4.0 X4
92190,250,0.276,HDD,8,2.5,SATA 3.0 Gb/s
