model_no,type,psu,side_panel,external_volume,internal_35_bays
12922,MicroATX Mid Tower,ATX,Tempered Glass,27.1,2
12923,ATX Mini Tower,ATX,Mesh,14.9,0
12924,MicroATX Mid Tower,ATX,Tempered Glass,28.4,2
12925,ATX Mid Tower,ATX,Tempered Glass,39.8,2
12926,ATX Mid Tower,ATX,Tempered Glass,35.8,2
12927,ATX Mid Tower,ATX,Tempered Glass,50.4,2
12928,ATX Mid Tower,ATX,,44.6,2
12929,MicroATX Mid Tower,ATX,Tempered Glass,36,2
12930,MicroATX Mini Tower,ATX,Acrylic,,3
12931,ATX Mid Tower,ATX,Tempered Glass,,2
12932,ATX Mid Tower,ATX,Tempered Glass,,3
12933,Mini ITX Tower,SFX,Acrylic,13.4,2
12934,MicroATX Mid Tower,ATX,Tempered Glass,26.2,1
12935,ATX Mid Tower,ATX,,,5
12936,ATX Mid Tower,ATX,Tempered Glass,36.7,2
12937,Mini ITX Desktop,SFX,,22.3,2
12938,ATX Mid Tower,ATX,Tempered Glass,48.2,2
12939,Mini ITX Tower,SFX,,10.5,1
12940,ATX Mid Tower,ATX,Acrylic,42.6,3
12941,ATX Mid Tower,ATX,Acrylic,,3
12942,MicroATX Mini Tower,ATX,Tempered Glass,,3
12943,ATX Mid Tower,ATX,,63.8,2
12944,ATX Mid Tower,ATX,Tempered Glass,41.4,2
12945,ATX Full Tower,ATX,Tempered Glass,,4
12946,ATX Mid Tower,ATX,Tempered Glass,36,1
12947,ATX Mid Tower,ATX,Tempered Glass,56.8,2
12948,ATX Mid Tower,ATX,Tempered Glass,43.8,2
12949,ATX Mid Tower,ATX,Tempered Glass,49.1,2
12950,ATX Mid Tower,ATX,,53.8,6
12951,ATX Mid Tower,ATX,,79.3,6
12952,ATX Mid Tower,ATX,Acrylic,79.3,6
12953,ATX Mid Tower,ATX,,46.6,5
12954,ATX Mid Tower,ATX,Acrylic,45.5,5
12955,MicroATX Mid Tower,ATX,,25.8,2
12956,Mini ITX Tower,SFX,,16.8,2
12957,MicroATX Desktop,ATX,,27.1,2
12958,Mini ITX Desktop,SFX,,5.2,1
12959,ATX Mid Tower,ATX,,26.5,5
12960,MicroATX Mini Tower,ATX,,32.2,3
12961,HTPC,,,21.3,2
12962,ATX Mid Tower,ATX,Acrylic,55.7,6
12963,ATX Full Tower,ATX,,72.6,10
12964,ATX Mid Tower,ATX,,42.4,8
12965,ATX Mid Tower,ATX,,38.4,5
12966,ATX Mid Tower,ATX,,45.8,7
12967,ATX Mid Tower,ATX,,29.2,5
12968,ATX Mid Tower,ATX,Acrylic,43.4,8
12969,ATX Full Tower,ATX,Acrylic,56,8
12970,ATX Mid Tower,ATX,Acrylic,43.5,4
12971,ATX Full Tower,ATX,Acrylic,81.3,6
12972,ATX Mid Tower,ATX,Acrylic,58.5,6
12973,ATX Mid Tower,ATX,,57.4,6
12974,Mini ITX Tower,SFX,Acrylic,36,5
12975,ATX Mid Tower,ATX,,56,8
12976,ATX Full Tower,ATX,Acrylic,69.2,6
12977,ATX Mid Tower,ATX,Acrylic,40.8,5
12978,ATX Mid Tower,ATX,,44.9,5
12979,ATX Mid Tower,ATX,,39.5,5
12980,ATX Mid Tower,ATX,Acrylic,63.4,5
12981,MicroATX Mini Tower,ATX,,4.7,0
12982,MicroATX Slim,ATX,,10.4,1
12983,ATX Mid Tower,ATX,,52.7,6
12984,ATX Mid Tower,ATX,,30.7,4
12985,MicroATX Mini Tower,ATX,,30.6,5
12986,ATX Mid Tower,ATX,,,5
12987,ATX Full Tower,ATX,,74.3,7
12988,ATX Full Tower,ATX,,66.3,5
12989,Mini ITX Desktop,SFX,,,1
12990,ATX Mid Tower,ATX,Acrylic,58.5,7
12991,ATX Full Tower,ATX,Acrylic,78.7,6
12992,ATX Mid Tower,ATX,Acrylic,38.3,4
12993,ATX Mid Tower,ATX,,56,4
12994,MicroATX Mini Tower,ATX,,,2
12995,ATX Mid Tower,ATX,,37,3
12996,ATX Mid Tower,ATX,Acrylic,40.8,6
12997,ATX Mid Tower,ATX,,36.4,4
12998,Mini ITX Tower,SFX,Tempered Glass,46.3,3
12999,Mini ITX Desktop,SFX,,10.7,1
13000,ATX Mid Tower,ATX,,,7
13001,ATX Full Tower,ATX,,,11
13002,ATX Mid Tower,ATX,Acrylic,54.2,8
13003,ATX Mid Tower,ATX,Acrylic,40.2,7
13004,Mini ITX Tower,SFX,Acrylic,,2
13005,ATX Mid Tower,ATX,Acrylic,,5
13006,ATX Full Tower,ATX,Acrylic,,6
13007,ATX Mid Tower,ATX,Acrylic,,3
13008,HTPC,,,,0
13009,ATX Mid Tower,ATX,Acrylic,56.4,2
13010,Mini ITX Tower,SFX,,,4
13011,HTPC,,,,0
13012,MicroATX Mini Tower,ATX,,,2
13013,ATX Full Tower,ATX,Acrylic,,8
13014,Mini ITX Desktop,SFX,,,2
13015,ATX Mid Tower,ATX,Acrylic,,6
13016,ATX Mid Tower,ATX,Acrylic,,3
13017,ATX Mid Tower,ATX,Acrylic,,5
13018,ATX Full Tower,ATX,Acrylic,82,7
13019,ATX Mid Tower,ATX,,23.7,2
13020,ATX Mid Tower,ATX,Acrylic,80.1,2
13021,ATX Mid Tower,ATX,Tempered Glass,41.6,2
13022,ATX Mid Tower,ATX,Acrylic,57.3,8
13023,MicroATX Mini Tower,ATX,,30.8,2
13024,Mini ITX Tower,SFX,,7.2,0
13025,ATX Mid Tower,ATX,Acrylic,43.9,2
13026,Mini ITX Desktop,SFX,,,0
13027,ATX Mid Tower,ATX,Acrylic,,2
13028,ATX Mid Tower,ATX,Tempered Glass,,3
13029,ATX Mid Tower,ATX,Tempered Glass,,3
13030,ATX Mid Tower,ATX,Tempered Glass,,2
13031,ATX Mid Tower,ATX,Tempered Glass,51.6,2
13032,ATX Mid Tower,ATX,Tempered Glass,56.7,6
13033,ATX Mid Tower,ATX,Acrylic,,3
13034,MicroATX Mid Tower,ATX,Acrylic,,3
13035,ATX Mid Tower,ATX,Tempered Glass,,6
13036,ATX Mid Tower,ATX,Tempered Glass,47.3,2
13037,ATX Mid Tower,ATX,Tempered Glass,70.1,4
13038,ATX Mid Tower,ATX,Tempered Glass,41.3,3
13039,ATX Mid Tower,ATX,Tempered Glass,,3
13040,ATX Mid Tower,ATX,Acrylic,,2
13041,ATX Mid Tower,ATX,Acrylic,38.3,3
13042,ATX Full Tower,ATX,Tempered Glass,100.9,7
13043,MicroATX Mid Tower,ATX,Tempered Glass,30.1,2
13044,ATX Mid Tower,ATX,Tempered Glass,,2
13045,ATX Mid Tower,ATX,,,3
13046,ATX Mid Tower,ATX,Tempered Glass,60.3,2
13047,MicroATX Mini Tower,ATX,Tempered Glass,36.9,1
13048,ATX Mid Tower,ATX,Tempered Glass,,6
13049,ATX Mid Tower,ATX,Acrylic,,2
13050,ATX Mid Tower,ATX,Acrylic,41.4,2
13051,ATX Mid Tower,ATX,Tempered Glass,41.4,2
13052,MicroATX Mini Tower,ATX,Acrylic,29.4,2
13053,ATX Mid Tower,ATX,Tempered Glass,67.8,2
13054,ATX Mid Tower,ATX,Tempered Glass,38.4,2
13055,ATX Mid Tower,ATX,Tempered Glass,,3
13056,ATX Mid Tower,ATX,Tempered Glass,,3
13057,Mini ITX Desktop,SFX,Tinted Tempered Glass,16.7,1
13058,ATX Mid Tower,ATX,Tempered Glass,80.1,2
13059,ATX Mid Tower,ATX,,36.3,2
13060,ATX Mid Tower,ATX,Tempered Glass,47.1,2
13061,ATX Mid Tower,ATX,Tempered Glass,,2
13062,ATX Mid Tower,ATX,Tinted Tempered Glass,,2
13063,ATX Mid Tower,ATX,Tempered Glass,,2
13064,ATX Mid Tower,ATX,Tempered Glass,56.9,5
13065,ATX Mid Tower,ATX,Tempered Glass,41.7,1
13066,ATX Mid Tower,ATX,Tempered Glass,46,2
13067,ATX Mid Tower,ATX,Tempered Glass,63.9,3
13068,ATX Mid Tower,ATX,Acrylic,,3
13069,ATX Mid Tower,ATX,Tempered Glass,,0
13070,ATX Mid Tower,ATX,Acrylic,,2
13071,ATX Mid Tower,ATX,Tempered Glass,33.2,2
13072,ATX Mid Tower,ATX,Tempered Glass,,2
13073,ATX Mid Tower,ATX,Tempered Glass,,2
13074,ATX Mid Tower,ATX,Tempered Glass,115.4,6
13075,ATX Mid Tower,ATX,Tempered Glass,,2
13076,Mini ITX Desktop,SFX,Tempered Glass,34.3,1
13077,ATX Mid Tower,ATX,Tempered Glass,50,2
13078,ATX Mid Tower,ATX,Tempered Glass,35.5,1
13079,Mini ITX Desktop,SFX,,16.6,1
13080,ATX Mid Tower,ATX,Tempered Glass,35.3,2
13081,ATX Mid Tower,ATX,Tempered Glass,31.7,1
13082,MicroATX Mini Tower,ATX,Tempered Glass,30,2
13083,ATX Mid Tower,ATX,Mesh,38.6,2
13084,ATX Mid Tower,ATX,Tempered Glass,57,2
13085,ATX Mid Tower,ATX,Tempered Glass,39.5,2
13086,ATX Mid Tower,ATX,Tempered Glass,40.2,2
13087,ATX Mid Tower,ATX,Tinted Tempered Glass,41.2,2
13088,MicroATX Mini Tower,ATX,Tempered Glass,20.5,2
13089,ATX Mid Tower,ATX,Tempered Glass,30.1,2
13090,ATX Full Tower,ATX,Tempered Glass,,2
13091,ATX Mid Tower,ATX,Acrylic,39.4,2
13092,ATX Mid Tower,ATX,Tempered Glass,35.8,2
13093,ATX Mid Tower,ATX,Tempered Glass,50.4,2
13094,ATX Mid Tower,ATX,Tempered Glass,49.6,2
13095,ATX Mid Tower,ATX,Tempered Glass,56.8,2
13096,Mini ITX Desktop,SFX,,,2
13097,ATX Mid Tower,ATX,Tempered Glass,77.3,1
13098,ATX Mid Tower,ATX,Tempered Glass,,4
13099,MicroATX Mid Tower,ATX,Tempered Glass,76.4,1
13100,ATX Mid Tower,ATX,Tempered Glass,45.7,2
13101,ATX Mid Tower,ATX,Tempered Glass,35.4,2
13102,HTPC,,,,0
13103,ATX Mid Tower,ATX,,,3
13104,ATX Mid Tower,ATX,Tempered Glass,41.4,2
13105,MicroATX Mini Tower,ATX,Tempered Glass,51.6,3
13106,ATX Full Tower,ATX,Tempered Glass,61.8,5
13107,ATX Mid Tower,ATX,Tempered Glass,34.9,2
13108,MicroATX Mini Tower,ATX,Acrylic,26.9,1
13109,ATX Mid Tower,ATX,Acrylic,,3
13110,ATX Mid Tower,ATX,Tempered Glass,51.9,2
13111,ATX Mid Tower,ATX,,,1
13112,ATX Mid Tower,ATX,Tempered Glass,51.5,2
13113,ATX Mid Tower,ATX,Tempered Glass,50.4,2
13114,ATX Mid Tower,ATX,Tempered Glass,39.2,2
13115,ATX Mid Tower,ATX,,43.5,6
13116,ATX Mid Tower,ATX,Acrylic,46.6,6
13117,MicroATX Mini Tower,ATX,,18,3
13118,MicroATX Slim,ATX,,13.3,1
13119,MicroATX Desktop,ATX,,17.8,2
13120,ATX Mid Tower,ATX,,43.5,6
13121,ATX Mid Tower,ATX,,38.2,5
13122,ATX Mid Tower,ATX,,36.9,6
13123,ATX Mid Tower,ATX,,54.9,6
13124,ATX Mid Tower,ATX,,52.5,6
13125,ATX Mid Tower,ATX,Acrylic,49.6,7
13126,ATX Mid Tower,ATX,,45.2,6
13127,ATX Full Tower,ATX,,88.5,6
13128,ATX Mid Tower,ATX,Acrylic,38.2,6
13129,Mini ITX Tower,SFX,,11.2,1
13130,MicroATX Desktop,ATX,,27.1,2
13131,ATX Mid Tower,ATX,Acrylic,42.7,5
13132,ATX Full Tower,ATX,,50.9,5
13133,ATX Mid Tower,ATX,Acrylic,40.1,5
13134,MicroATX Desktop,ATX,Acrylic,24.2,2
13135,MicroATX Mid Tower,ATX,,30,4
13136,ATX Mid Tower,ATX,,34.4,4
13137,MicroATX Mini Tower,ATX,,16.9,3
13138,ATX Mini Tower,ATX,,33.3,2
13139,MicroATX Mini Tower,ATX,,25.3,2
13140,MicroATX Desktop,ATX,,12.3,1
13141,Mini ITX Desktop,SFX,,8.1,0
13142,ATX Mid Tower,ATX,Acrylic,47.5,4
13143,ATX Mid Tower,ATX,,49.5,4
13144,HTPC,,,13,1
13145,Mini ITX Desktop,SFX,,10.7,1
13146,ATX Full Tower,ATX,Acrylic,69.4,4
13147,ATX Mid Tower,ATX,,42.4,8
13148,ATX Mid Tower,ATX,Acrylic,59.8,4
13149,MicroATX Mini Tower,ATX,,30.2,4
13150,ATX Full Tower,ATX,,79,7
13151,ATX Mid Tower,ATX,,43.6,8
13152,MicroATX Slim,ATX,,13.3,1
13153,ATX Full Tower,ATX,,100.6,10
13154,MicroATX Mini Tower,ATX,,21.6,2
13155,ATX Mid Tower,ATX,Acrylic,58.5,6
13156,ATX Full Tower,ATX,,77.2,7
13157,Mini ITX Tower,SFX,,36,5
13158,ATX Full Tower,ATX,Acrylic,79.4,7
13159,ATX Full Tower,ATX,,94.7,6
13160,ATX Mid Tower,ATX,,25.1,4
13161,ATX Mid Tower,ATX,,40.6,6
13162,ATX Mid Tower,ATX,Acrylic,42.5,4
13163,Mini ITX Desktop,SFX,,10.7,1
13164,Mini ITX Desktop,SFX,,14.6,1
13165,ATX Mid Tower,ATX,Acrylic,40.8,5
13166,ATX Mid Tower,ATX,Acrylic,40.8,5
13167,Mini ITX Tower,SFX,,24.4,1
13168,ATX Full Tower,ATX,,75.5,12
13169,ATX Full Tower,ATX,Acrylic,92,6
13170,ATX Mid Tower,ATX,,33,6
13171,ATX Mid Tower,ATX,Acrylic,61.6,7
13172,ATX Full Tower,ATX,Acrylic,68.3,3
13173,ATX Mid Tower,ATX,Acrylic,54.9,5
13174,ATX Full Tower,ATX,Acrylic,68.1,5
13175,ATX Mid Tower,ATX,,53.3,6
13176,MicroATX Slim,ATX,,10.4,1
13177,ATX Mid Tower,ATX,Acrylic,47.7,5
13178,ATX Mid Tower,ATX,Acrylic,52.7,6
13179,MicroATX Desktop,ATX,,15.4,1
13180,MicroATX Mid Tower,ATX,,,2
13181,ATX Mid Tower,ATX,Acrylic,44.7,4
13182,ATX Mid Tower,ATX,Acrylic,,4
13183,ATX Mid Tower,ATX,,39.5,7
13184,ATX Desktop,ATX,Acrylic,97.5,3
13185,Mini ITX Tower,SFX,,30.6,6
13186,ATX Mid Tower,ATX,Acrylic,44.7,4
13187,ATX Full Tower,ATX,Acrylic,74.8,10
13188,ATX Mid Tower,ATX,Acrylic,55.1,6
13189,MicroATX Mid Tower,ATX,,,2
13190,ATX Full Tower,ATX,Acrylic,,12
13191,ATX Mid Tower,ATX,Acrylic,53.3,8
13192,MicroATX Mid Tower,ATX,,24.6,4
13193,ATX Mid Tower,ATX,Acrylic,62.6,2
13194,MicroATX Mini Tower,ATX,Acrylic,,2
13195,MicroATX Mini Tower,ATX,Acrylic,,2
13196,ATX Mid Tower,ATX,,54.3,3
13197,MicroATX Mini Tower,ATX,,30.6,5
13198,Mini ITX Tower,SFX,,22.3,2
13199,MicroATX Mid Tower,ATX,Acrylic,,0
13200,ATX Full Tower,ATX,Acrylic,81,8
13201,ATX Mid Tower,ATX,,57.4,6
13202,ATX Full Tower,ATX,Acrylic,94.4,8
13203,HTPC,,,11.6,2
13204,MicroATX Mini Tower,ATX,,20.5,1
13205,ATX Full Tower,ATX,Acrylic,74.3,7
13206,ATX Mid Tower,ATX,Acrylic,,7
13207,ATX Mid Tower,ATX,Acrylic,42.4,3
13208,ATX Mid Tower,ATX,Acrylic,,3
13209,Mini ITX Tower,SFX,Tempered Glass,,2
13210,MicroATX Mini Tower,ATX,Acrylic,,2
13211,MicroATX Mini Tower,ATX,,,2
13212,ATX Mid Tower,ATX,Tempered Glass,,6
13213,ATX Full Tower,ATX,Acrylic,,8
13214,ATX Mid Tower,ATX,Acrylic,,3
13215,ATX Mid Tower,ATX,Acrylic,,8
13216,ATX Mid Tower,ATX,Acrylic,,4
13217,ATX Mid Tower,ATX,Acrylic,,4
13218,ATX Mid Tower,ATX,,,6
13219,ATX Mid Tower,ATX,Acrylic,,4
13220,ATX Full Tower,ATX,Acrylic,,3
13221,ATX Mid Tower,ATX,Acrylic,,3
13222,ATX Mid Tower,ATX,Acrylic,,3
13223,ATX Mid Tower,ATX,Acrylic,,4
13224,ATX Mid Tower,ATX,,,6
13225,MicroATX Mid Tower,ATX,Acrylic,,2
13226,ATX Mid Tower,ATX,Acrylic,70.3,4
13227,ATX Full Tower,ATX,Acrylic,,8
13228,ATX Mid Tower,ATX,,38,2
13229,ATX Mid Tower,ATX,,30.7,2
13230,ATX Mid Tower,ATX,,37.9,4
13231,ATX Mid Tower,ATX,Acrylic,52.8,3
13232,ATX Mid Tower,ATX,Acrylic,46.4,3
13233,ATX Mid Tower,ATX,Acrylic,52.2,2
13234,ATX Mid Tower,ATX,Acrylic,45.1,4
13235,ATX Mid Tower,ATX,Acrylic,43.4,3
13236,ATX Mid Tower,ATX,Tempered Glass,,2
13237,Mini ITX Tower,SFX,,,2
13238,ATX Mid Tower,ATX,Tempered Glass,37.6,2
13239,ATX Mid Tower,ATX,Acrylic,54.7,6
13240,ATX Mid Tower,ATX,Tempered Glass,,2
13241,ATX Mid Tower,ATX,Tempered Glass,40.8,3
13242,ATX Full Tower,ATX,,119.1,2
13243,ATX Full Tower,ATX,Acrylic,,3
13244,ATX Mid Tower,ATX,Acrylic,,4
13245,ATX Mid Tower,ATX,Tempered Glass,,2
13246,MicroATX Mini Tower,ATX,,,8
13247,ATX Mid Tower,ATX,Acrylic,,3
13248,ATX Mid Tower,ATX,Tempered Glass,41,4
13249,MicroATX Mini Tower,ATX,,30.8,2
13250,ATX Mid Tower,ATX,,56.7,6
13251,ATX Mid Tower,ATX,,56.7,6
13252,Mini ITX Desktop,SFX,,,1
13253,ATX Full Tower,ATX,Acrylic,,4
13254,ATX Mid Tower,ATX,Tempered Glass,,3
13255,ATX Mid Tower,ATX,Tempered Glass,44.8,2
13256,ATX Mid Tower,ATX,Tempered Glass,,2
13257,Mini ITX Desktop,SFX,,,0
13258,Mini ITX Desktop,SFX,,,0
13259,ATX Mid Tower,ATX,Tempered Glass,46.7,2
13260,ATX Mid Tower,ATX,Tempered Glass,,3
13261,ATX Mid Tower,ATX,Tempered Glass,58.8,3
13262,ATX Mid Tower,ATX,Acrylic,36.6,2
13263,ATX Mid Tower,ATX,Tempered Glass,,2
13264,ATX Full Tower,ATX,Tempered Glass,,4
13265,ATX Mid Tower,ATX,Acrylic,,3
13266,ATX Mid Tower,ATX,Tempered Glass,,2
13267,MicroATX Mini Tower,ATX,,23.7,2
13268,ATX Mid Tower,ATX,Tempered Glass,54.2,2
13269,ATX Mid Tower,ATX,Acrylic,,2
13270,ATX Mid Tower,ATX,,56.7,6
13271,MicroATX Mini Tower,ATX,Tempered Glass,,2
13272,ATX Mid Tower,ATX,Tempered Glass,52.3,2
13273,ATX Mid Tower,ATX,,38.1,1
13274,MicroATX Mini Tower,ATX,Tempered Glass,31.2,4
13275,ATX Mid Tower,ATX,Tempered Glass,41.3,2
13276,Mini ITX Desktop,SFX,Tempered Glass,22.3,2
13277,ATX Mid Tower,ATX,Acrylic,44.6,3
13278,ATX Mid Tower,ATX,,47.5,2
13279,Mini ITX Desktop,SFX,Tempered Glass,,0
13280,ATX Mid Tower,ATX,Tempered Glass,,2
13281,ATX Mid Tower,ATX,Tempered Glass,,2
13282,ATX Mid Tower,ATX,Tempered Glass,,2
13283,ATX Mid Tower,ATX,Tempered Glass,,2
13284,ATX Mid Tower,ATX,Tempered Glass,53.7,2
13285,ATX Mid Tower,ATX,,,3
13286,ATX Mid Tower,ATX,Tempered Glass,37.8,3
13287,ATX Mid Tower,ATX,Tempered Glass,35.7,3
13288,ATX Mid Tower,ATX,,46,2
13289,ATX Mid Tower,ATX,Tempered Glass,63.9,3
13290,ATX Mid Tower,ATX,Tempered Glass,63.9,3
13291,ATX Mid Tower,ATX,Tempered Glass,32.3,2
13292,ATX Mid Tower,ATX,Acrylic,,2
13293,ATX Mid Tower,ATX,Tempered Glass,,2
13294,ATX Mid Tower,ATX,Tempered Glass,,2
13295,ATX Mid Tower,ATX,Tempered Glass,,2
13296,ATX Mid Tower,ATX,Tempered Glass,,2
13297,ATX Mid Tower,ATX,Tinted Tempered Glass,43.5,4
13298,ATX Mid Tower,ATX,Tinted Tempered Glass,57.5,6
13299,MicroATX Mini Tower,ATX,Tempered Glass,35.3,2
13300,ATX Mid Tower,ATX,Tempered Glass,51,2
13301,ATX Mid Tower,ATX,Tempered Glass,45.1,2
13302,ATX Mid Tower,ATX,Acrylic,40.4,3
13303,ATX Mid Tower,ATX,Tempered Glass,80.7,2
13304,ATX Mid Tower,ATX,Tempered Glass,34.9,2
13305,ATX Mid Tower,ATX,Acrylic,41.3,2
13306,MicroATX Mini Tower,ATX,Tempered Glass,30,2
13307,MicroATX Mid Tower,ATX,Tempered Glass,33.6,2
13308,ATX Mid Tower,ATX,Tempered Glass,47.8,3
13309,ATX Full Tower,ATX,Acrylic,53.8,8
13310,ATX Mid Tower,ATX,Tempered Glass,30.6,2
13311,ATX Mid Tower,ATX,Tempered Glass,38.3,2
13312,ATX Full Tower,ATX,Tempered Glass,76.6,2
13313,MicroATX Mini Tower,ATX,Tempered Glass,43.6,2
13314,ATX Mid Tower,ATX,Acrylic,36.6,2
13315,MicroATX Desktop,ATX,Tempered Glass,25.3,1
13316,MicroATX Desktop,ATX,Tempered Glass,25.3,1
13317,MicroATX Mid Tower,ATX,Tempered Glass,26.3,2
13318,ATX Mid Tower,ATX,Tempered Glass,44.9,2
13319,MicroATX Mid Tower,ATX,Tempered Glass,41.9,1
13320,ATX Mid Tower,ATX,Tempered Glass,50.6,2
13321,ATX Mid Tower,ATX,Tempered Glass,62.8,2
13322,MicroATX Mini Tower,ATX,,,3
13323,ATX Mid Tower,ATX,Tempered Glass,51.3,2
13324,MicroATX Mid Tower,ATX,,30.6,4
13325,Mini ITX Desktop,SFX,,,1
13326,MicroATX Mini Tower,ATX,Tempered Glass,36.7,2
13327,ATX Mid Tower,ATX,,55.7,6
13328,ATX Mid Tower,ATX,Tempered Glass,41.4,2
13329,ATX Mid Tower,ATX,Tempered Glass,37.8,2
13330,ATX Mid Tower,ATX,Tempered Glass,95.3,3
13331,ATX Mid Tower,ATX,Tempered Glass,48.2,2
13332,MicroATX Desktop,ATX,,11.9,2
13333,ATX Full Tower,ATX,,54.1,2
13334,ATX Mid Tower,ATX,Tempered Glass,,3
13335,MicroATX Mini Tower,ATX,,,3
13336,ATX Full Tower,ATX,Tempered Glass,56,3
13337,ATX Full Tower,ATX,Tempered Glass,102,4
13338,MicroATX Mini Tower,ATX,Tempered Glass,,2
13339,ATX Mid Tower,ATX,Tempered Glass,,2
13340,MicroATX Mini Tower,ATX,,12.3,1
13341,ATX Full Tower,ATX,Tempered Glass,104.6,2
13342,Mini ITX Tower,SFX,Acrylic,46.3,3
13343,ATX Full Tower,ATX,Acrylic,,6
13344,MicroATX Mini Tower,ATX,,,2
13345,ATX Mid Tower,ATX,,,3
13346,ATX Mid Tower,ATX,,47.3,2
13347,ATX Mid Tower,ATX,Tempered Glass,,2
13348,ATX Mid Tower,ATX,Tempered Glass,,3
13349,ATX Mid Tower,ATX,Tempered Glass,40.3,2
13350,ATX Mid Tower,ATX,Tempered Glass,48.2,2
13351,ATX Mid Tower,ATX,Tempered Glass,50,2
13352,ATX Mid Tower,ATX,,55.7,6
13353,ATX Mid Tower,ATX,Tempered Glass,55.4,2
13354,ATX Mini Tower,ATX,,51.9,2
13355,ATX Mid Tower,ATX,,42,4
13356,ATX Mid Tower,ATX,Acrylic,39.1,6
13357,ATX Mid Tower,ATX,Acrylic,39.1,6
13358,ATX Mini Tower,ATX,,23.2,1
13359,ATX Mid Tower,ATX,,38.7,5
13360,ATX Mid Tower,ATX,,41.3,4
13361,ATX Full Tower,ATX,Acrylic,75,5
13362,ATX Mid Tower,ATX,,57.5,7
13363,ATX Mid Tower,ATX,,57.5,7
13364,ATX Mid Tower,ATX,Acrylic,54.3,6
13365,MicroATX Mid Tower,ATX,,25.3,4
13366,ATX Mid Tower,ATX,,42.1,6
13367,ATX Mid Tower,ATX,,41.4,4
13368,ATX Full Tower,ATX,,88.5,6
13369,ATX Mid Tower,ATX,Acrylic,39.5,5
13370,ATX Mini Tower,ATX,Acrylic,35.5,2
13371,Mini ITX Desktop,SFX,,6.3,0
13372,Mini ITX Desktop,SFX,,6.3,0
13373,MicroATX Mini Tower,ATX,,,7
13374,ATX Mini Tower,ATX,,39.1,3
13375,Mini ITX Test Bench,SFX,,18.6,1
13376,ATX Full Tower,ATX,,93.5,10
13377,MicroATX Mini Tower,ATX,,25.9,2
13378,ATX Mid Tower,ATX,Acrylic,42.3,3
13379,ATX Mid Tower,ATX,Acrylic,50.6,6
13380,ATX Mid Tower,ATX,,41.4,5
13381,ATX Mid Tower,ATX,,23.2,2
13382,ATX Mid Tower,ATX,,36.1,3
13383,Mini ITX Tower,SFX,,3.3,0
13384,MicroATX Mini Tower,ATX,,35.6,0
13385,ATX Mid Tower,ATX,Acrylic,36.2,5
13386,ATX Mid Tower,ATX,Acrylic,40,3
13387,ATX Mid Tower,ATX,,64.8,5
13388,MicroATX Desktop,ATX,,22.4,2
13389,ATX Mid Tower,ATX,,55.7,3
13390,ATX Mid Tower,ATX,,38.7,5
13391,ATX Mid Tower,ATX,,34.1,5
13392,ATX Mid Tower,ATX,,44.6,6
13393,HTPC,,,28.1,3
13394,HTPC,,,29.9,6
13395,ATX Mid Tower,ATX,,27.8,2
13396,ATX Full Tower,ATX,,60.7,5
13397,ATX Full Tower,ATX,Acrylic,79,7
13398,ATX Mid Tower,ATX,,40.5,5
13399,ATX Mid Tower,ATX,,43.4,8
13400,ATX Full Tower,ATX,Acrylic,82,6
13401,ATX Full Tower,ATX,,61,5
13402,ATX Full Tower,ATX,Acrylic,96.7,5
13403,HTPC,,,3.3,0
13404,ATX Mid Tower,ATX,,45.4,6
13405,ATX Full Tower,ATX,,100.9,2
13406,Mini ITX Tower,SFX,,6.6,0
13407,ATX Mid Tower,ATX,Acrylic,55.7,4
13408,Mini ITX Tower,SFX,,36,5
13409,Mini ITX Tower,SFX,Acrylic,36,5
13410,ATX Mid Tower,ATX,Acrylic,56,8
13411,ATX Mid Tower,ATX,Acrylic,38.5,4
13412,ATX Mid Tower,ATX,Acrylic,71.6,7
13413,ATX Mid Tower,ATX,Acrylic,64.8,5
13414,ATX Mid Tower,ATX,,60.4,7
13415,ATX Mid Tower,ATX,,33.3,4
13416,MicroATX Slim,ATX,,11.6,2
13417,ATX Mid Tower,ATX,Acrylic,40.9,5
13418,ATX Mid Tower,ATX,Acrylic,39.7,5
13419,ATX Full Tower,ATX,Acrylic,49.7,7
13420,MicroATX Mini Tower,ATX,,21.6,2
13421,MicroATX Mid Tower,ATX,,23.7,4
13422,ATX Full Tower,ATX,Acrylic,92,6
13423,ATX Full Tower,ATX,Acrylic,92,6
13424,MicroATX Mini Tower,ATX,,28.3,3
13425,ATX Full Tower,ATX,Acrylic,69.1,6
13426,ATX Full Tower,ATX,,107.3,8
13427,ATX Full Tower,ATX,,61.9,8
13428,ATX Mid Tower,ATX,,51.1,5
13429,ATX Mid Tower,ATX,Acrylic,69.9,5
13430,ATX Mid Tower,ATX,,54.9,5
13431,Mini ITX Tower,SFX,,10.5,1
13432,MicroATX Mini Tower,ATX,,,2
13433,HTPC,,,15.3,2
13434,ATX Full Tower,ATX,,74.8,10
13435,ATX Mid Tower,ATX,Acrylic,43.1,4
13436,ATX Full Tower,ATX,Acrylic,66.3,5
13437,ATX Mid Tower,ATX,,29.9,4
13438,ATX Mid Tower,ATX,,49.9,4
13439,ATX Mid Tower,ATX,,49.9,4
13440,ATX Mid Tower,ATX,,43.7,6
13441,ATX Mid Tower,ATX,,42.9,6
13442,ATX Mid Tower,ATX,,,6
